Time,UAV_X,UAV_Y,UAV_Z,UAV_quat_0,UAV_quat_1,UAV_quat_2,UAV_quat_3,UAV_v_bx,UAV_v_by,UAV_v_bz,UAV_w_bx,UAV_w_by,UAV_w_bz,UAV_v_wx,UAV_v_wy,UAV_v_wz,UAV_a_wx,UAV_a_wy,UAV_a_wz,Payload_X,Payload_Y,Payload_Z,Target_X,Target_Y,Target_Z,Pos_Error_m,Swing_Mag_Deg,Tilt_Deg_X,Tilt_Deg_Y,True_Mass,Pred_Mass,Mass_Err,True_Len,Pred_Len,Len_Err,Policy_a0,Policy_a1,Policy_a2,Policy_a3,Env_raw_a0,Env_raw_a1,Env_raw_a2,Env_raw_a3,Env_clamp_a0,Env_clamp_a1,Env_clamp_a2,Env_clamp_a3,Thrust_Cmd,Moment_Cmd_X,Moment_Cmd_Y,Moment_Cmd_Z
0.0,10.773347,-10.585114,1.6678996,0.9999896,0.0026794835,-0.0033434886,-0.0015166064,-0.00020757459,-8.23934e-05,-0.16369466,0.42865956,-0.535062,-0.24268441,0.0008881241,0.00079380657,-0.16369048,0.0,0.0,0.0,10.773335,-10.585123,1.2036886,7.4977846,-11.780048,1.6687185,3.5175748,0.0,0.0,0.0,0.1746121346950531,0.6296965479850769,0.4550844132900238,0.32842397689819336,0.32452985644340515,0.003894120454788208,-2.6077323,8.827742,-11.172004,-1.2460638,-2.6077323,8.827742,-11.172004,-1.2460638,-1.0,1.0,-1.0,-1.0,0.0,0.4,-0.4,-0.4
0.016666666666666666,10.773374,-10.585091,1.6631258,0.9998877,0.008911187,-0.011157926,-0.0045318403,-0.0055068587,-0.0043113907,-0.32726982,0.8541059,-1.0718808,-0.40152636,0.0017854419,0.0015394458,-0.32733607,0.053839065,0.044738352,-9.818735,10.773338,-10.585122,1.1989156,7.4977846,-11.780048,1.6687185,3.5182118,0.0018386594,0.0014124973,0.001177081,0.1746121346950531,0.5858135223388672,0.4112013876438141,0.32842397689819336,0.3419705927371979,0.013546615839004517,-2.7382283,4.2254834,-9.701286,-0.65299904,-2.7382283,4.2254834,-9.701286,-0.65299904,-1.0,1.0,-1.0,-0.65299904,0.0,0.4,-0.4,-0.26119962
0.03333333333333333,10.773415,-10.585069,1.6556237,0.9995812,0.015640669,-0.023485485,-0.0064077415,-0.02033208,-0.014133752,-0.490401,0.7987738,-1.6127499,-0.16029361,0.0026446106,0.001336093,-0.49101683,0.05155012,-0.012201172,-9.820846,10.773338,-10.585124,1.1914145,7.4977846,-11.780048,1.6687185,3.5192208,0.0058357585,0.0043552,0.0038843674,0.1746121346950531,0.662072479724884,0.48746034502983093,0.32842397689819336,0.5964027047157288,0.2679787278175354,-1.2771878,-0.10756244,-8.864467,2.026725,-1.2771878,-0.10756244,-8.864467,2.026725,-1.0,-0.10756244,-1.0,1.0,0.0,-0.043024976,-0.4,0.4
0.05,10.773259,-10.585178,1.6493568,0.9988938,0.022885563,-0.04014279,-0.008706896,-0.04125448,-0.02562921,-0.33709797,0.90171546,-2.1275134,-0.30015764,-0.0143454755,-0.009628433,-0.34014016,-1.0194051,-0.65787154,9.0526,10.773338,-10.585125,1.1835848,7.4977846,-11.780048,1.6687185,3.5202909,0.011631086,0.009416648,0.00682707,0.1746121346950531,0.6913620233535767,0.5167498886585236,0.32842397689819336,0.7307936549186707,0.4023696780204773,2.587654,0.24605118,-5.988888,-0.56494236,2.587654,0.24605118,-5.988888,-0.56494236,1.0,0.24605118,-1.0,-0.56494236,33.54301452636719,0.09842047,-0.4,-0.22597694
0.06666666666666667,10.772663,-10.585537,1.6455637,0.9979992,0.027577752,-0.056027986,-0.009886945,-0.064298,-0.03743712,-0.18484518,0.4684609,-1.8327448,-0.060651697,-0.043732487,-0.025935238,-0.19266121,-1.7632207,-0.97840834,8.848737,10.773327,-10.58513,1.1780709,7.4977846,-11.780048,1.6687185,3.5210428,0.011785515,-0.009769773,-0.006591654,0.1746121346950531,0.6263227462768555,0.45171061158180237,0.32842397689819336,0.5418813228607178,0.21345734596252441,4.1329966,-3.5328665,0.51379585,1.6364814,4.1329966,-3.5328665,0.51379585,1.6364814,1.0,-1.0,0.51379585,1.0,33.54301452636719,-0.4,0.20551835,0.4
0.08333333333333333,10.77145,-10.586196,1.6442119,0.99720764,0.029472452,-0.0677828,-0.010663604,-0.087604076,-0.04846571,-0.032103203,0.16137333,-1.273532,-0.06958267,-0.08325615,-0.044316713,-0.046459198,-2.3714194,-1.1028885,8.77212,10.773307,-10.585141,1.1752354,7.4977846,-11.780048,1.6687185,3.5214164,0.096113935,-0.08192486,-0.050261367,0.1746121346950531,0.6226726770401001,0.448060542345047,0.32842397689819336,0.7485071420669556,0.4200831651687622,5.668864,-0.72472453,2.972818,-0.030182123,5.668864,-0.72472453,2.972818,-0.030182123,1.0,-0.72472453,1.0,-0.030182123,33.54301452636719,-0.2898898,0.4,-0.012072849
0.1,10.769486,-10.587165,1.6452867,0.99659586,0.032679196,-0.07488648,-0.010984576,-0.111755505,-0.05828949,0.121070586,0.46928,-0.7114477,-0.03102336,-0.12962429,-0.062843986,0.0989607,-2.7820885,-1.1116363,8.725193,10.77326,-10.585166,1.175075,7.4977846,-11.780048,1.6687185,3.521387,0.26357335,-0.22917831,-0.13018528,0.1746121346950531,0.6692837476730347,0.49467161297798157,0.32842397689819336,0.9187825918197632,0.5903586149215698,5.90992,0.700027,2.5792217,0.16008136,5.90992,0.700027,2.5792217,0.16008136,1.0,0.700027,1.0,0.16008136,33.54301452636719,0.2800108,0.4,0.06403255
0.11666666666666667,10.766702,-10.58848,1.6487745,0.9963656,0.033924267,-0.07732497,-0.011198715,-0.13792008,-0.07039281,0.27348527,0.04486268,-0.15320684,-0.026215315,-0.17978635,-0.08442622,0.24355775,-3.0097237,-1.2949338,8.675823,10.7731695,-10.585214,1.1775532,7.4977846,-11.780048,1.6687185,3.5209403,0.52708316,-0.46577612,-0.24671695,0.1746121346950531,0.5820858478546143,0.40747371315956116,0.32842397689819336,0.5713130235671997,0.24288904666900635,4.0243483,-4.523598,3.2329354,0.022657305,4.0243483,-4.523598,3.2329354,0.022657305,1.0,-1.0,1.0,0.022657305,33.54301452636719,-0.4,0.4,0.009062923
0.13333333333333333,10.763123,-10.5901375,1.6543363,0.9966077,0.0316814,-0.07511037,-0.011304946,-0.16710334,-0.08475263,0.3971999,-0.37919876,0.40255266,0.008029594,-0.22643134,-0.10440796,0.36152747,-2.798699,-1.1989044,7.0781827,10.773008,-10.585296,1.1824392,7.4977846,-11.780048,1.6687185,3.5200841,0.894344,-0.7983222,-0.4031536,0.1746121346950531,0.4880315363407135,0.3134194016456604,0.32842397689819336,0.5846721529960632,0.2562481760978699,0.82921493,-2.937261,1.6017956,0.14217296,0.82921493,-2.937261,1.6017956,0.14217296,0.82921493,-1.0,1.0,0.14217296,30.678691864013672,-0.4,0.4,0.056869186
0.15,10.75936,-10.591869,1.658288,0.9966719,0.030675188,-0.07473345,-0.010910819,-0.19127427,-0.09523654,0.23296997,-0.030387338,-0.073445655,0.070561856,-0.22558817,-0.10386293,0.19558457,0.050590035,0.03270194,-9.9565735,10.772796,-10.5854025,1.1873189,7.4977846,-11.780048,1.6687185,3.519179,1.3587363,-1.2202544,-0.5976149,0.1746121346950531,0.5395272970199585,0.3649151623249054,0.32842397689819336,0.40481817722320557,0.07639420032501221,-2.1383584,0.8132403,-0.88807666,0.25652704,-2.1383584,0.8132403,-0.88807666,0.25652704,-1.0,0.8132403,-0.88807666,0.25652704,0.0,0.32529613,-0.35523066,0.10261082
