Time,UAV_X,UAV_Y,UAV_Z,UAV_quat_0,UAV_quat_1,UAV_quat_2,UAV_quat_3,UAV_v_bx,UAV_v_by,UAV_v_bz,UAV_w_bx,UAV_w_by,UAV_w_bz,Payload_X,Payload_Y,Payload_Z,Swing_Deg_X,Swing_Deg_Y,SwingVel_DegS_X,SwingVel_DegS_Y,Policy_a0,Policy_a1,Policy_a2,Policy_a3,Env_raw_a0,Env_raw_a1,Env_raw_a2,Env_raw_a3,Env_clamp_a0,Env_clamp_a1,Env_clamp_a2,Env_clamp_a3,Thrust_Cmd,Moment_Cmd_X,Moment_Cmd_Y,Moment_Cmd_Z
0.0,21.50001,-14.000007,1.1979524,0.9999895,-0.0027088851,-0.0033654908,-0.0015193605,-0.00021345017,0.00030367178,-0.16382234,-0.4336036,-0.53851515,-0.24314192,21.5,-14.0,0.39795256,0.00068301894,-0.00047811324,0.040981133,-0.028686794,-147.17316,-221.70358,-98.38964,-204.22078,-147.17316,-221.70358,-98.38964,-204.22078,-1.0,-1.0,-1.0,-1.0,0.0,-0.4,-0.4,-0.4
0.016666666666666666,21.500011,-14.000025,1.1931808,0.99993646,-0.0090040155,-0.0044920957,-0.0050837705,-0.0029076855,0.004717196,-0.3270637,-0.8647309,-0.0004839835,-0.4859736,21.499998,-14.000002,0.39318097,0.0009562265,-0.0016392454,0.016392453,-0.06966793,-149.41231,-218.03789,47.731728,-182.92786,-149.41231,-218.03789,47.731728,-182.92786,-1.0,-1.0,1.0,-1.0,0.0,-0.4,0.4,-0.4
0.03333333333333333,21.500027,-14.000052,1.1856817,0.9997336,-0.018914877,-0.007814324,-0.010661012,-0.006926487,0.016731976,-0.49054527,-1.299095,-0.5309139,-0.72865546,21.5,-14.000004,0.38568166,0.001912453,-0.0034833965,0.057373587,-0.11064906,-116.11184,-182.01776,-15.257281,-173.092,-116.11184,-182.01776,-15.257281,-173.092,-1.0,-1.0,-1.0,-1.0,0.0,-0.4,-0.4,-0.4
0.05,21.499964,-13.999915,1.1793393,0.9992708,-0.032355104,-0.008650004,-0.018335342,-0.012030658,0.033958204,-0.34215194,-1.7269899,0.043864924,-0.9705058,21.5,-14.000003,0.37933946,-0.002595472,0.006283774,-0.27047548,0.58603024,48.626842,-52.019962,126.84515,-159.48045,48.626842,-52.019962,126.84515,-159.48045,1.0,-1.0,1.0,-1.0,33.524375915527344,-0.4,0.4,-0.4
0.06666666666666667,21.499804,-13.999425,1.1754428,0.9986317,-0.04380659,-0.004719964,-0.028166069,-0.015171892,0.052439798,-0.1931392,-1.2835892,0.63121665,-1.2124279,21.5,-14.000012,0.37544334,-0.01407019,0.04207397,-0.688483,2.1474116,93.07317,229.96156,65.27915,-149.03012,93.07317,229.96156,65.27915,-149.03012,1.0,1.0,1.0,-1.0,33.524375915527344,0.4,0.4,-0.4
0.08333333333333333,21.499609,-13.998447,1.1739775,0.9978667,-0.051590744,-0.0028118254,-0.039904658,-0.017370963,0.070469335,-0.04437504,-0.83825445,0.14186239,-1.4551394,21.499992,-14.000026,0.37397933,-0.027457362,0.1130397,-0.8032303,4.257944,117.75793,253.58566,-41.86825,-140.3721,117.75793,253.58566,-41.86825,-140.3721,1.0,1.0,-1.0,-1.0,33.524375915527344,0.4,-0.4,-0.4
0.1,21.499405,-13.996901,1.1749394,0.9970064,-0.05553829,0.001440262,-0.053772602,-0.022804698,0.08888446,0.10469215,-0.39105532,0.72089946,-1.6961021,21.499979,-14.000035,0.37494603,-0.041117743,0.22450891,-0.8196228,6.6881523,129.8556,227.40028,28.739872,-76.89416,129.8556,227.40028,28.739872,-76.89416,1.0,1.0,1.0,-1.0,33.524375915527344,0.4,0.4,-0.4
0.11666666666666667,21.499254,-13.994746,1.1783196,0.9960098,-0.05584369,0.003438687,-0.069526464,-0.026659887,0.10855509,0.2527727,0.059630282,0.2163054,-1.9378402,21.49995,-14.000035,0.37833768,-0.049860388,0.37880504,-0.52455866,9.257768,136.40633,210.85654,-69.6983,-27.202885,136.40633,210.85654,-69.6983,-27.202885,1.0,1.0,-1.0,-1.0,33.524375915527344,0.4,-0.4,-0.4
0.13333333333333333,21.499195,-13.991986,1.1841158,0.99506545,-0.052776102,0.0009756,-0.08401381,-0.028649032,0.13023563,0.4001366,0.4958126,-0.30033585,-1.6940615,21.499905,-14.000008,0.38415635,-0.050816614,0.5744968,-0.057373565,11.741505,130.60776,154.18896,-30.88551,167.62425,130.60776,154.18896,-30.88551,167.62425,1.0,1.0,-1.0,1.0,33.524375915527344,0.4,-0.4,0.4
0.15,21.499195,-13.988654,1.1923374,0.99426603,-0.045887608,0.0006508094,-0.096586786,-0.03555349,0.15503897,0.54650337,0.9311593,0.24777134,-1.4498916,21.499857,-13.999937,0.39241728,-0.04740152,0.8081065,0.20490555,14.01658,104.39988,58.479153,64.71284,159.53358,104.39988,58.479153,64.71284,159.53358,1.0,1.0,1.0,1.0,33.524375915527344,0.4,0.4,0.4
