Time,UAV_X,UAV_Y,UAV_Z,UAV_quat_0,UAV_quat_1,UAV_quat_2,UAV_quat_3,UAV_v_bx,UAV_v_by,UAV_v_bz,UAV_w_bx,UAV_w_by,UAV_w_bz,UAV_v_wx,UAV_v_wy,UAV_v_wz,UAV_a_wx,UAV_a_wy,UAV_a_wz,Payload_X,Payload_Y,Payload_Z,Swing_Deg_X,Swing_Deg_Y,SwingVel_DegS_X,SwingVel_DegS_Y,Policy_a0,Policy_a1,Policy_a2,Policy_a3,Env_raw_a0,Env_raw_a1,Env_raw_a2,Env_raw_a3,Env_clamp_a0,Env_clamp_a1,Env_clamp_a2,Env_clamp_a3,Thrust_Cmd,Moment_Cmd_X,Moment_Cmd_Y,Moment_Cmd_Z
0.0,18.999992,-14.99999,1.1979598,0.9999898,0.0027058565,0.0033668024,-0.001233295,0.00027411463,-0.00010957456,-0.16322334,0.4330539,0.53867865,-0.19734685,-0.0008241455,0.0007744206,-0.16321969,0.0,0.0,0.0,19.000002,-15.000001,0.39795974,-0.00068301894,0.0007513208,-0.040981133,0.045079246,-1.3694274,1.3088218,2.5854123,-0.813134,-1.3694274,1.3088218,2.5854123,-0.813134,-1.0,1.0,1.0,-0.813134,0.0,0.4,0.4,-0.3252536
0.016666666666666666,18.999968,-14.99997,1.1932498,0.9998925,0.009037918,0.011207972,-0.0027706695,0.005630549,-0.0044070357,-0.32231027,0.8681451,1.0757759,-0.18017861,-0.0016042334,0.0014091146,-0.3223825,-0.04680527,0.038081635,-9.549768,19.000002,-15.000001,0.39324978,-0.002458868,0.0021856606,-0.10655094,0.08606039,-0.96882087,1.2632079,2.2474222,0.06640607,-0.96882087,1.2632079,2.2474222,0.06640607,-0.96882087,1.0,1.0,0.06640607,0.5226304531097412,0.4,0.4,0.026562428
0.03333333333333333,18.99999,-14.999989,1.1877059,0.9995338,0.019034116,0.023562675,-0.0038167874,0.01867786,-0.014891189,-0.33520666,1.3065912,1.6217878,-0.10727117,0.0027889386,-0.0021906558,-0.336038,0.2635903,-0.2159862,-0.81932896,19.0,-15.000001,0.38770604,-0.00068301894,0.00088792463,0.10655094,-0.07786416,0.15937598,1.0299208,2.290802,0.2888643,0.15937598,1.0299208,2.290802,0.2888643,0.15937598,1.0,1.0,0.2888643,19.433679580688477,0.4,0.4,0.11554573
0.05,19.000238,-15.000196,1.1832832,0.99873155,0.029633256,0.040477604,-0.004324567,0.039277326,-0.030357663,-0.23803867,1.2534586,2.1728094,-0.05853087,0.019627072,-0.016375106,-0.24181262,1.010288,-0.85106695,5.6535225,18.999998,-14.999999,0.38328317,0.017212076,-0.014138492,1.0737057,-0.9015849,1.226929,-0.1422014,2.4602494,0.18176109,1.226929,-0.1422014,2.4602494,0.18176109,1.0,-0.1422014,1.0,0.18176109,33.524375915527344,-0.05688056,0.4,0.072704434
0.06666666666666667,19.000906,-15.000727,1.1804191,0.997364,0.037483014,0.061960887,-0.004556033,0.06625507,-0.047897507,-0.138267,0.8298782,2.7221103,-0.07175792,0.048043914,-0.037639238,-0.14858243,1.7050104,-1.2758479,5.593811,18.999989,-14.999989,0.38042018,0.06570643,-0.052865673,2.909661,-2.3236306,1.3085684,-1.3777692,2.1931126,-0.074981764,1.3085684,-1.3777692,2.1931126,-0.074981764,1.0,-1.0,1.0,-0.074981764,33.524375915527344,-0.4,0.4,-0.029992705
0.08333333333333333,19.002226,-15.001673,1.17909,0.99523354,0.041810878,0.087986946,-0.004509017,0.09959433,-0.06633745,-0.034622796,0.40755638,3.270773,-0.085698366,0.09091414,-0.063355014,-0.05691386,2.5722132,-1.5429465,5.500114,18.999973,-14.999978,0.37909496,0.16132928,-0.12137256,5.737371,-4.1104126,1.3129628,-2.1042569,1.2517132,-0.07270121,1.3129628,-2.1042569,1.2517132,-0.07270121,1.0,-1.0,1.0,-0.07270121,33.524375915527344,-0.4,0.4,-0.029080484
0.1,19.004475,-15.003075,1.1792555,0.9923869,0.04260705,0.115481496,-0.0041185045,0.13984172,-0.08543616,0.07346732,-0.015301239,3.3318028,-0.08622797,0.15138125,-0.09117271,0.031995945,3.6280267,-1.6690617,5.334588,18.999947,-14.999968,0.37927434,0.32429913,-0.22252813,9.77819,-6.069334,1.4159309,-2.3573048,0.09266882,-0.008532973,1.4159309,-2.3573048,0.09266882,-0.008532973,1.0,-1.0,0.09266882,-0.008532973,33.524375915527344,-0.4,0.03706753,-0.0034131892
0.11666666666666667,19.007952,-15.004941,1.1808614,0.989035,0.03986871,0.1421578,-0.0033521128,0.18636808,-0.105079085,0.18625925,-0.43860173,3.191052,-0.08642553,0.22926944,-0.118732385,0.11749609,4.673291,-1.6535804,5.130008,18.999926,-14.99997,0.3809172,0.5748384,-0.35599175,15.032355,-8.007816,1.4834365,-2.0828786,-0.28316492,0.0043982416,1.4834365,-2.0828786,-0.28316492,0.0043982416,1.0,-1.0,-0.28316492,0.0043982416,33.524375915527344,-0.4,-0.11326597,0.0017592966
0.13333333333333333,19.012934,-15.0072365,1.1838443,0.9854069,0.033618517,0.16684958,-0.0020667952,0.23895442,-0.1253553,0.30345014,-0.8623922,2.9315164,-0.0716406,0.32347226,-0.14367813,0.19904132,5.6521688,-1.4967445,4.8927135,18.999918,-14.999994,0.38398317,0.9322253,-0.51869166,21.443213,-9.761993,1.0114847,-1.5879376,-0.5047152,0.07683429,1.0114847,-1.5879376,-0.5047152,0.07683429,1.0,-1.0,-0.5047152,0.07683429,33.524375915527344,-0.4,-0.20188609,0.030733718
0.15,19.018797,-15.0097275,1.1861527,0.98177224,0.023983866,0.18854189,-8.065386e-05,0.29066536,-0.14187618,0.25044796,-1.2726117,2.5478168,-0.040318534,0.36141208,-0.15093228,0.11806838,2.276389,-0.43524918,-4.858376,18.999928,-15.000043,0.3864341,1.3515465,-0.6936227,25.159273,-10.495862,-0.310273,-0.9594285,-0.71849537,0.15323152,-0.310273,-0.9594285,-0.71849537,0.15323152,-0.310273,-0.9594285,-0.71849537,0.15323152,11.561333656311035,-0.3837714,-0.28739816,0.061292607
